
          t           a           e           i          Om           u           w        teta 
     181.900    7085.645       0.016       1.733       1.307       5.752       0.506       5.247
     182.000    7085.725       0.016       1.734       1.307       5.752       0.506       5.247
     182.100    7085.806       0.016       1.734       1.307       5.753       0.505       5.247
     182.200    7085.886       0.016       1.734       1.307       5.753       0.505       5.247
     182.300    7085.966       0.016       1.734       1.307       5.753       0.505       5.248
     182.400    7086.046       0.016       1.734       1.307       5.753       0.505       5.248
     182.500    7086.127       0.016       1.734       1.307       5.753       0.505       5.248
     182.600    7086.207       0.016       1.734       1.307       5.753       0.505       5.248
     182.700    7086.287       0.016       1.734       1.307       5.753       0.505       5.248
     182.800    7086.368       0.016       1.734       1.307       5.753       0.505       5.249
     182.900    7086.448       0.016       1.734       1.307       5.753       0.505       5.249
     183.000    7086.529       0.016       1.734       1.307       5.754       0.504       5.249
     183.100    7086.609       0.016       1.734       1.307       5.754       0.504       5.249
     183.200    7086.690       0.016       1.734       1.307       5.754       0.504       5.250
     183.300    7086.770       0.016       1.734       1.307       5.754       0.504       5.250
     183.400    7086.851       0.016       1.734       1.307       5.754       0.504       5.250
     183.500    7086.931       0.016       1.734       1.307       5.754       0.504       5.250
     183.600    7087.012       0.016       1.734       1.307       5.754       0.504       5.250
     183.700    7087.093       0.016       1.734       1.307       5.754       0.504       5.251
     183.800    7087.173       0.016       1.734       1.307       5.754       0.503       5.251
     183.900    7087.254       0.016       1.734       1.307       5.754       0.503       5.251
     184.000    7087.335       0.016       1.734       1.307       5.755       0.503       5.251
     184.100    7087.415       0.016       1.734       1.307       5.755       0.503       5.252
     184.200    7087.496       0.016       1.734       1.307       5.755       0.503       5.252
     184.300    7087.577       0.016       1.734       1.307       5.755       0.503       5.252
     184.400    7087.658       0.016       1.734       1.307       5.755       0.503       5.252
     184.500    7087.739       0.016       1.734       1.307       5.755       0.503       5.252
     184.600    7087.820       0.016       1.734       1.307       5.755       0.503       5.253
     184.700    7087.901       0.016       1.734       1.307       5.755       0.502       5.253
     184.800    7087.982       0.016       1.734       1.307       5.755       0.502       5.253
     184.900    7088.063       0.016       1.734       1.307       5.756       0.502       5.253
     185.000    7088.144       0.016       1.734       1.307       5.756       0.502       5.254
     185.100    7088.225       0.016       1.734       1.307       5.756       0.502       5.254
     185.200    7088.306       0.016       1.734       1.307       5.756       0.502       5.254
     185.300    7088.387       0.016       1.734       1.307       5.756       0.502       5.254
     185.400    7088.468       0.016       1.734       1.307       5.756       0.502       5.254
     185.500    7088.549       0.016       1.735       1.307       5.756       0.502       5.255
     185.600    7088.631       0.016       1.735       1.307       5.756       0.501       5.255
     185.700    7088.712       0.016       1.735       1.307       5.756       0.501       5.255
     185.800    7088.793       0.016       1.735       1.307       5.756       0.501       5.255
     185.900    7088.874       0.016       1.735       1.306       5.757       0.501       5.255
     186.000    7088.956       0.016       1.735       1.306       5.757       0.501       5.256
     186.100    7089.037       0.016       1.735       1.306       5.757       0.501       5.256
     186.200    7089.119       0.017       1.735       1.306       5.757       0.501       5.256
     186.300    7089.200       0.017       1.735       1.306       5.757       0.501       5.256
     186.400    7089.281       0.017       1.735       1.306       5.757       0.500       5.257
     186.500    7089.363       0.017       1.735       1.306       5.757       0.500       5.257
     186.600    7089.444       0.017       1.735       1.306       5.757       0.500       5.257
     186.700    7089.526       0.017       1.735       1.306       5.757       0.500       5.257
     186.800    7089.608       0.017       1.735       1.306       5.758       0.500       5.257
     186.900    7089.689       0.017       1.735       1.306       5.758       0.500       5.258
     187.000    7089.771       0.017       1.735       1.306       5.758       0.500       5.258
     187.100    7089.853       0.017       1.735       1.306       5.758       0.500       5.258
     187.200    7089.934       0.017       1.735       1.306       5.758       0.500       5.258
     187.300    7090.016       0.017       1.735       1.306       5.758       0.499       5.259
     187.400    7090.098       0.017       1.735       1.306       5.758       0.499       5.259
     187.500    7090.179       0.017       1.735       1.306       5.758       0.499       5.259
     187.600    7090.261       0.017       1.735       1.306       5.758       0.499       5.259
     187.700    7090.343       0.017       1.735       1.306       5.758       0.499       5.259
     187.800    7090.425       0.017       1.735       1.306       5.759       0.499       5.260
     187.900    7090.507       0.017       1.735       1.306       5.759       0.499       5.260
     188.000    7090.589       0.017       1.735       1.306       5.759       0.499       5.260
     188.100    7090.671       0.017       1.735       1.306       5.759       0.499       5.260
     188.200    7090.753       0.017       1.735       1.306       5.759       0.498       5.261
     188.300    7090.835       0.017       1.735       1.306       5.759       0.498       5.261
     188.400    7090.917       0.017       1.735       1.306       5.759       0.498       5.261
     188.500    7090.999       0.017       1.735       1.306       5.759       0.498       5.261
     188.600    7091.081       0.017       1.735       1.306       5.759       0.498       5.261
     188.700    7091.163       0.017       1.735       1.306       5.759       0.498       5.262
     188.800    7091.245       0.017       1.735       1.306       5.760       0.498       5.262
     188.900    7091.327       0.017       1.736       1.306       5.760       0.498       5.262
     189.000    7091.410       0.017       1.736       1.306       5.760       0.498       5.262
     189.100    7091.492       0.017       1.736       1.306       5.760       0.497       5.263
     189.200    7091.574       0.017       1.736       1.306       5.760       0.497       5.263
     189.300    7091.656       0.017       1.736       1.306       5.760       0.497       5.263
     189.400    7091.739       0.017       1.736       1.306       5.760       0.497       5.263
     189.500    7091.821       0.017       1.736       1.306       5.760       0.497       5.263
     189.600    7091.904       0.017       1.736       1.306       5.760       0.497       5.264
     189.700    7091.986       0.017       1.736       1.306       5.761       0.497       5.264
     189.800    7092.068       0.017       1.736       1.306       5.761       0.497       5.264
     189.900    7092.151       0.017       1.736       1.306       5.761       0.496       5.264
     190.000    7092.233       0.017       1.736       1.306       5.761       0.496       5.264
     190.100    7092.316       0.017       1.736       1.306       5.761       0.496       5.265
     190.200    7092.399       0.017       1.736       1.306       5.761       0.496       5.265
     190.300    7092.481       0.017       1.736       1.306       5.761       0.496       5.265
     190.400    7092.564       0.017       1.736       1.306       5.761       0.496       5.265
     190.500    7092.646       0.017       1.736       1.306       5.761       0.496       5.266
     190.600    7092.729       0.017       1.736       1.306       5.761       0.496       5.266
     190.700    7092.812       0.017       1.736       1.306       5.762       0.496       5.266
     190.800    7092.894       0.017       1.736       1.306       5.762       0.495       5.266
     190.900    7092.977       0.017       1.736       1.306       5.762       0.495       5.266
     191.000    7093.060       0.017       1.736       1.306       5.762       0.495       5.267
     191.100    7093.143       0.017       1.736       1.306       5.762       0.495       5.267
     191.200    7093.226       0.017       1.736       1.306       5.762       0.495       5.267
     191.300    7093.309       0.017       1.736       1.306       5.762       0.495       5.267
     191.400    7093.391       0.017       1.736       1.306       5.762       0.495       5.268
     191.500    7093.474       0.017       1.736       1.306       5.762       0.495       5.268
     191.600    7093.557       0.017       1.736       1.306       5.763       0.495       5.268
     191.700    7093.640       0.017       1.736       1.306       5.763       0.494       5.268
     191.800    7093.723       0.018       1.736       1.306       5.763       0.494       5.268
     191.900    7093.806       0.018       1.736       1.305       5.763       0.494       5.269
     192.000    7093.890       0.018       1.736       1.305       5.763       0.494       5.269
     192.100    7093.973       0.018       1.736       1.305       5.763       0.494       5.269
     192.200    7094.056       0.018       1.736       1.305       5.763       0.494       5.269
     192.300    7094.139       0.018       1.736       1.305       5.763       0.494       5.270
     192.400    7094.222       0.018       1.737       1.305       5.763       0.494       5.270
     192.500    7094.305       0.018       1.737       1.305       5.763       0.494       5.270
     192.600    7094.389       0.018       1.737       1.305       5.764       0.493       5.270
     192.700    7094.472       0.018       1.737       1.305       5.764       0.493       5.270
     192.800    7094.555       0.018       1.737       1.305       5.764       0.493       5.271
     192.900    7094.638       0.018       1.737       1.305       5.764       0.493       5.271
     193.000    7094.722       0.018       1.737       1.305       5.764       0.493       5.271
     193.100    7094.805       0.018       1.737       1.305       5.764       0.493       5.271
     193.200    7094.889       0.018       1.737       1.305       5.764       0.493       5.271
     193.300    7094.972       0.018       1.737       1.305       5.764       0.493       5.272
     193.400    7095.056       0.018       1.737       1.305       5.764       0.492       5.272
     193.500    7095.139       0.018       1.737       1.305       5.765       0.492       5.272
     193.600    7095.223       0.018       1.737       1.305       5.765       0.492       5.272
     193.700    7095.306       0.018       1.737       1.305       5.765       0.492       5.273
     193.800    7095.390       0.018       1.737       1.305       5.765       0.492       5.273
     193.900    7095.473       0.018       1.737       1.305       5.765       0.492       5.273
     194.000    7095.557       0.018       1.737       1.305       5.765       0.492       5.273
     194.100    7095.641       0.018       1.737       1.305       5.765       0.492       5.273
     194.200    7095.724       0.018       1.737       1.305       5.765       0.492       5.274
     194.300    7095.808       0.018       1.737       1.305       5.765       0.491       5.274
     194.400    7095.892       0.018       1.737       1.305       5.765       0.491       5.274
     194.500    7095.976       0.018       1.737       1.305       5.766       0.491       5.274
     194.600    7096.059       0.018       1.737       1.305       5.766       0.491       5.275
     194.700    7096.143       0.018       1.737       1.305       5.766       0.491       5.275
     194.800    7096.227       0.018       1.737       1.305       5.766       0.491       5.275
     194.900    7096.311       0.018       1.737       1.305       5.766       0.491       5.275
     195.000    7096.395       0.018       1.737       1.305       5.766       0.491       5.275
     195.100    7096.479       0.018       1.737       1.305       5.766       0.491       5.276
     195.200    7096.563       0.018       1.737       1.305       5.766       0.490       5.276
     195.300    7096.647       0.018       1.737       1.305       5.766       0.490       5.276
     195.400    7096.731       0.018       1.737       1.305       5.767       0.490       5.276
     195.500    7096.815       0.018       1.737       1.305       5.767       0.490       5.277
     195.600    7096.899       0.018       1.737       1.305       5.767       0.490       5.277
     195.700    7096.983       0.018       1.737       1.305       5.767       0.490       5.277
     195.800    7097.067       0.018       1.737       1.305       5.767       0.490       5.277
     195.900    7097.151       0.018       1.738       1.305       5.767       0.490       5.277
     196.000    7097.236       0.018       1.738       1.305       5.767       0.490       5.278
     196.100    7097.320       0.018       1.738       1.305       5.767       0.489       5.278
     196.200    7097.404       0.018       1.738       1.305       5.767       0.489       5.278
     196.300    7097.488       0.018       1.738       1.305       5.767       0.489       5.278
     196.400    7097.573       0.018       1.738       1.305       5.768       0.489       5.278
     196.500    7097.657       0.018       1.738       1.305       5.768       0.489       5.279
     196.600    7097.741       0.018       1.738       1.305       5.768       0.489       5.279
     196.700    7097.826       0.018       1.738       1.305       5.768       0.489       5.279
     196.800    7097.910       0.018       1.738       1.305       5.768       0.489       5.279
     196.900    7097.994       0.018       1.738       1.305       5.768       0.489       5.280
     197.000    7098.079       0.018       1.738       1.305       5.768       0.488       5.280
     197.100    7098.163       0.018       1.738       1.305       5.768       0.488       5.280
     197.200    7098.248       0.018       1.738       1.305       5.768       0.488       5.280
     197.300    7098.333       0.019       1.738       1.305       5.769       0.488       5.280
     197.400    7098.417       0.019       1.738       1.305       5.769       0.488       5.281
     197.500    7098.502       0.019       1.738       1.305       5.769       0.488       5.281
     197.600    7098.586       0.019       1.738       1.305       5.769       0.488       5.281
     197.700    7098.671       0.019       1.738       1.305       5.769       0.488       5.281
     197.800    7098.756       0.019       1.738       1.304       5.769       0.487       5.282
     197.900    7098.840       0.019       1.738       1.304       5.769       0.487       5.282
     198.000    7098.925       0.019       1.738       1.304       5.769       0.487       5.282
     198.100    7099.010       0.019       1.738       1.304       5.769       0.487       5.282
     198.200    7099.095       0.019       1.738       1.304       5.769       0.487       5.282
     198.300    7099.179       0.019       1.738       1.304       5.770       0.487       5.283
     198.400    7099.264       0.019       1.738       1.304       5.770       0.487       5.283
     198.500    7099.349       0.019       1.738       1.304       5.770       0.487       5.283
     198.600    7099.434       0.019       1.738       1.304       5.770       0.487       5.283
     198.700    7099.519       0.019       1.738       1.304       5.770       0.486       5.284
     198.800    7099.604       0.019       1.738       1.304       5.770       0.486       5.284
     198.900    7099.689       0.019       1.738       1.304       5.770       0.486       5.284
     199.000    7099.774       0.019       1.738       1.304       5.770       0.486       5.284
     199.100    7099.859       0.019       1.738       1.304       5.770       0.486       5.284
     199.200    7099.944       0.019       1.738       1.304       5.771       0.486       5.285
     199.300    7100.029       0.019       1.739       1.304       5.771       0.486       5.285
     199.400    7100.114       0.019       1.739       1.304       5.771       0.486       5.285
     199.500    7100.199       0.019       1.739       1.304       5.771       0.486       5.285
     199.600    7100.285       0.019       1.739       1.304       5.771       0.485       5.285
     199.700    7100.370       0.019       1.739       1.304       5.771       0.485       5.286
     199.800    7100.455       0.019       1.739       1.304       5.771       0.485       5.286
     199.900    7100.540       0.019       1.739       1.304       5.771       0.485       5.286
     200.000    7100.625       0.019       1.739       1.304       5.771       0.485       5.286
     200.000    7100.625       0.019       1.739       1.304       5.771       0.485       5.286
